tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
9606	Homo sapiens	6535	0	live	SLC6A8	CCDS1, CRT, CRT-1, CRT1, CRTR, CT1, CTR5	solute carrier family 6 member 8	sodium- and chloride-dependent creatine transporter 1|creatine transporter 1|solute carrier family 6 (neurotransmitter transporter), member 8|solute carrier family 6 (neurotransmitter transporter, creatine), member 8	Xq28	X	NC_000023.11	153687926	153696593	plus	14	300036	
9606	Homo sapiens	10009	0	live	ZBTB33	ZNF-kaiso, ZNF348	zinc finger and BTB domain containing 33	transcriptional regulator Kaiso|WUGSC:H_DJ525N14.1|kaiso transcription factor|zinc finger and BTB domain-containing protein 33	Xq24	X	NC_000023.11	120250812	120258398	plus	3	300329	
9606	Homo sapiens	2011	0	live	MARK2	EMK-1, EMK1, MRD76, PAR-1, Par-1b, Par1b	microtubule affinity regulating kinase 2	serine/threonine-protein kinase MARK2|ELKL motif kinase 1|MAP/microtubule affinity-regulating kinase 2|PAR1 homolog b|Ser/Thr protein kinase PAR-1B|serine/threonine protein kinase EMK|testicular tissue protein Li 117	11q13.1	11	NC_000011.10	63839110	63911020	plus	20	600526	
9606	Homo sapiens	406916	0	live	MIR128-2	MIR128B, MIRN128-2, MIRN128B, mir-128-2, mir-128b	microRNA 128-2	hsa-mir-128-2|hsa-mir-128b|microRNA 128b	3p22.3	3	NC_000003.12	35744476	35744559	plus	1	611769	
9606	Homo sapiens	8277	0	live	TKTL1	TKR, TKT2	transketolase like 1	transketolase-like protein 1|TK 2|transketolase-2|transketolase-related protein	Xq28	X	NC_000023.11	154295795	154330350	plus	13	300044	
9606	Homo sapiens	4800	0	live	NFYA	CBF-A, CBF-B, HAP2, NF-YA	nuclear transcription factor Y subunit alpha	nuclear transcription factor Y subunit alpha|CAAT-box DNA binding protein subunit A|CCAAT-binding transcription factor subunit B|HAP2 CCAAT-binding protein|NFYA transcript|Transcription factor NF-Y, A subunit|nuclear transcription factor Y subunit A|nuclear transcription factor Y, alpha	6p21.1	6	NC_000006.12	41072974	41102403	plus	10	189903	
9606	Homo sapiens	5702	0	live	PSMC3	DCIDP, EBNDS, RPT5, TBP1	proteasome 26S subunit, ATPase 3	26S proteasome regulatory subunit 6A|26S protease regulatory subunit 6A|26S proteasome AAA-ATPase subunit RPT5|Tat-binding protein 1|human immunodeficiency virus tat transactivator binding protein-1|proteasome (prosome, macropain) 26S subunit, ATPase, 3|proteasome subunit P50|testicular secretory protein Li 42	11p11.2	11	NC_000011.10	47418775	47426439	minus	12	186852	
9606	Homo sapiens	494337	0	live	MIR425	MIRN425, hsa-mir-425, mir-425	microRNA 425		3p21.31	3	NC_000003.12	49020148	49020234	minus	1		
9606	Homo sapiens	3149	0	live	HMGB3	HMG-2a, HMG-4, HMG2A, HMG4	high mobility group box 3	high mobility group protein B3|high mobility group protein 2a|high-mobility group (nonhistone chromosomal) protein 4	Xq28	X	NC_000023.11	150980507	150990771	plus	8	300193	
9606	Homo sapiens	79026	0	live	AHNAK	AHNAK1RS, PM227, AHNAK	AHNAK nucleoprotein	neuroblast differentiation-associated protein AHNAK|AHNAK-related|desmoyokin	11q12.3	11	NC_000011.10	62433544	62546806	minus	10	103390	
9606	Homo sapiens	23081	0	live	KDM4C	GASC1, JHDM3C, JMJD2C, TDRD14C	lysine demethylase 4C	lysine-specific demethylase 4C|JmjC domain-containing histone demethylation protein 3C|[histone H3]-trimethyl-L-lysine(9) demethylase 4C|gene amplified in squamous cell carcinoma 1 protein|jumonji domain-containing protein 2C|lysine (K)-specific demethylase 4C|tudor domain containing 14C	9p24.1	9	NC_000009.12	6720863	7175648	plus	29	605469	
9606	Homo sapiens	442918	0	live	MIR373	MIRN373, hsa-mir-373, miRNA373, mir-373	microRNA 373		19q13.42	19	NC_000019.10	53788705	53788773	plus	1	611954	
9606	Homo sapiens	23210	0	live	JMJD6	PSR, PTDSR, PTDSR1	jumonji domain containing 6, arginine demethylase and lysine hydroxylase	bifunctional arginine demethylase and lysyl-hydroxylase JMJD6|arginine demethylase and lysine hydroxylase|histone arginine demethylase JMJD6|jmjC domain-containing protein 6|jumonji domain-containing protein 6|lysyl-hydroxylase JMJD6|peptide-lysine 5-dioxygenase JMJD6|phosphatidylserine receptor	17q25.1	17	NC_000017.11	76712836	76726606	minus	8	604914	
9606	Homo sapiens	55611	0	live	OTUB1	HSPC263, OTB1, OTU1	OTU deubiquitinase, ubiquitin aldehyde binding 1	ubiquitin thioesterase OTUB1|OTU domain, ubiquitin aldehyde binding 1|OTU domain-containing ubiquitin aldehyde-binding protein 1|OTU-domain Ubal-binding 1|deubiquitinating enzyme OTUB1|otubain-1|ubiquitin-specific protease otubain 1|ubiquitin-specific-processing protease OTUB1	11q13.1	11	NC_000011.10	63986438	63998412	plus	7	608337	
9606	Homo sapiens	10288	0	live	LILRB2	CD85D, ILT-4, ILT4, LIR-2, LIR2, MIR-10, MIR10	leukocyte immunoglobulin like receptor B2	leukocyte immunoglobulin-like receptor subfamily B member 2|CD85 antigen-like family member D|Ig-like transcript 4|leucocyte Ig-like receptor B2|leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 2|monocyte/macrophage immunoglobulin-like receptor 10|myeloid inhibitory receptor 10	19q13.42	19	NC_000019.10	54273812	54281110	minus	15	604815	
9606	Homo sapiens	4350	0	live	MPG	AAG, ADPG, APNG, CRA36.1, MDG, PIG11, PIG16, anpg	N-methylpurine DNA glycosylase	DNA-3-methyladenine glycosylase|3' end of the Mid1 gene, localized 68 kb upstream the humanzeta globin gene on 16p|3-alkyladenine DNA glycosylase|3-methyladenine DNA glycosidase|CRA36.1 (3-methyl-adenine DNA glycosylase)|N-methylpurine-DNA glycosylase, MPG|proliferation-inducing protein 11|proliferation-inducing protein 16	16p13.3	16	NC_000016.10	77007	85846	plus	6	156565	
9606	Homo sapiens	100126355	0	live	MIR365A	MIR365-1, MIRN365-1, hsa-mir-365a, mir-365a	microRNA 365a	hsa-mir-365-1|microRNA 365-1	16p13.12	16	NC_000016.10	14309285	14309371	plus	1	614735	
9606	Homo sapiens	23603	0	live	CORO1C	HCRNN4	coronin 1C	coronin-1C|coronin, actin binding protein, 1C|coronin-3	12q24.11	12	NC_000012.12	108645109	108731518	minus	13	605269	
9606	Homo sapiens	84639	0	live	IL1F10	FIL1-theta, FKSG75, IL-1HY2, IL-38, IL1-theta, IL1HY2	interleukin 1 family member 10	interleukin-1 family member 10|FIL1 theta|IL-1 theta|IL-1F10 (canonical form IL-1F10a)|family of interleukin 1-theta|interleukin 1 family member 10 (theta)|interleukin-1 HY2|interleukin-1 receptor antagonist FKSG75|interleukin-1 receptor antagonist-like FIL1 theta|interleukin-38	2q14.1	2	NC_000002.12	113067970	113075843	plus	5	615296	
9606	Homo sapiens	79139	0	live	DERL1	DER-1, DER1, derlin-1	derlin 1	derlin-1|DERtrin-1|Der1-like domain family, member 1|degradation in endoplasmic reticulum protein 1	8q24.13	8	NC_000008.11	123013170	123042302	minus	9	608813	
9606	Homo sapiens	1857	0	live	DVL3	DRS3	dishevelled segment polarity protein 3	segment polarity protein dishevelled homolog DVL-3|dishevelled 3 (homologous to Drosophila dsh)|dishevelled, dsh homolog 3	3q27.1	3	NC_000003.12	184155377	184173614	plus	15	601368	
9606	Homo sapiens	338557	0	live	FFAR4	BMIQ10, GPR120, GPR129, GT01, O3FAR1, OB10Q, PGR4	free fatty acid receptor 4	free fatty acid receptor 4|G-protein coupled receptor 120|G-protein coupled receptor 129|G-protein coupled receptor GT01|G-protein coupled receptor PGR4|Obesity, susceptibility to, on chromosome 10q|omega-3 fatty acid receptor 1	10q23.33	10	NC_000010.11	93566665	93590072	plus	4	609044	
9606	Homo sapiens	22900	0	live	CARD8	CARDINAL, DACAR, DAKAR, NDPP, NDPP1, TUCAN	caspase recruitment domain family member 8	caspase recruitment domain-containing protein 8|CARD inhibitor of NF-kappaB-activating ligands|apoptotic protein NDPP1|tumor up-regulated CARD-containing antagonist of CASP9|tumor up-regulated CARD-containing antagonist of caspase nine	19q13.33	19	NC_000019.10	48203148	48255946	minus	19	609051	
9606	Homo sapiens	10383	0	live	TUBB4B	Beta2, LCAEOD, TUBB2, TUBB2C	tubulin beta 4B class IVb	tubulin beta-4B chain|class IVb beta tubulin|epididymis secretory sperm binding protein|tubulin beta-2 chain|tubulin beta-2C chain|tubulin, beta 2C|tubulin, beta, 2	9q34.3	9	NC_000009.12	137241287	137243707	plus	4	602660	
9606	Homo sapiens	58508	0	live	KMT2C	HALR, KLEFS2, MLL3	lysine methyltransferase 2C	histone-lysine N-methyltransferase 2C|ALR-like protein|histone-lysine N-methyltransferase MLL3|histone-lysine N-methyltransferase, H3 lysine-4 specific|homologous to ALR protein|lysine (K)-specific methyltransferase 2C|myeloid/lymphoid or mixed-lineage leukemia protein 3	7q36.1	7	NC_000007.14	152134925	152436003	minus	59	606833	
9606	Homo sapiens	2673	0	live	GFPT1	CMS12, CMSTA1, GFA, GFAT, GFAT 1, GFAT1, GFAT1m, GFPTL, MSLG, GFPT1	glutamine--fructose-6-phosphate transaminase 1	glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1|D-fructose-6-phosphate amidotransferase 1|glucosamine--fructose-6-phosphate aminotransferase [isomerizing] 1|glutamine:fructose-6-phosphate amidotransferase 1|hexosephosphate aminotransferase 1	2p13.3	2	NC_000002.12	69319780	69387227	minus	21	138292	
9606	Homo sapiens	7965	0	live	AIMP2	HLD17, JTV-1, JTV1, P38	aminoacyl tRNA synthetase complex interacting multifunctional protein 2	aminoacyl tRNA synthase complex-interacting multifunctional protein 2|ARS-interacting multi-functional protein 2|multisynthase complex auxiliary component p38|multisynthetase complex auxiliary component p38|protein JTV-1	7p22.1	7	NC_000007.14	6009272	6023834	plus	9	600859	
9606	Homo sapiens	4090	0	live	SMAD5	DWFC, JV5-1, MADH5	SMAD family member 5	SMAD family member 5|mothers against decapentaplegic homolog 5|MAD, mothers against decapentaplegic homolog 5|SMA- and MAD-related protein 5|SMAD, mothers against DPP homolog 5|mothers against decapentaplegic, drosophila, homolog of, 5	5q31.1	5	NC_000005.10	136132845	136182733	plus	9	603110	
9606	Homo sapiens	407028	0	live	MIR302A	MIRN302, MIRN302A, hsa-mir-302, mir-302a	microRNA 302a	hsa-mir-302a|microRNA 302	4q25	4	NC_000004.12	112648183	112648251	minus	1	614596	
9606	Homo sapiens	693175	0	live	MIR590	MIRN590, hsa-mir-590, mir-590	microRNA 590		7q11.23	7	NC_000007.14	74191198	74191294	plus	1	615070	
9606	Homo sapiens	9289	0	live	ADGRG1	BFPP, BPPR, CDCBM14B, CDCBM15A, GPR56, TM7LN4, TM7XN1	adhesion G protein-coupled receptor G1	adhesion G-protein coupled receptor G1|7-transmembrane protein with no EGF-like N-terminal domains-1|G protein-coupled receptor 56|testicular tissue protein Li 77	16q21	16	NC_000016.10	57619738	57665567	plus	20	604110	
9606	Homo sapiens	5782	0	live	PTPN12	PTP-PEST, PTPG1	protein tyrosine phosphatase non-receptor type 12	tyrosine-protein phosphatase non-receptor type 12|protein-tyrosine phosphatase G1	7q11.23	7	NC_000007.14	77537295	77640069	plus	21	600079	
9606	Homo sapiens	8535	0	live	CBX4	NBP16, PC2	chromobox 4	E3 SUMO-protein ligase CBX4|NS5ATP1-binding protein 16|Pc class 2 homolog|chromobox homolog 4 (Pc class homolog, Drosophila)|chromobox protein homolog 4|chromobox-like protein 4|polycomb 2 homolog	17q25.3	17	NC_000017.11	79833156	79839440	minus	6	603079	
9606	Homo sapiens	285489	0	live	DOK7	C4orf25, CMS10, CMS1B	docking protein 7	protein Dok-7|downstream of tyrosine kinase 7	4p16.3	4	NC_000004.12	3463306	3501482	plus	13	610285	
9606	Homo sapiens	23367	0	live	LARP1	LARP, Lar1, Lhp1	La ribonucleoprotein 1, translational regulator	la-related protein 1|La ribonucleoprotein domain family member 1	5q33.2	5	NC_000005.10	154682979	154817605	plus	26	612059	
9606	Homo sapiens	86	0	live	ACTL6A	ACTL6, ARPN-BETA, Arp4, BAF53A, INO80K, SMARCN1	actin like 6A	actin-like protein 6A|53 kDa BRG1-associated factor A|BAF complex 53 kDa subunit|BAF53|BRG1-associated factor 53A|INO80 complex subunit K|actin-related protein 4|actin-related protein Baf53a|arpNbeta|hArpN beta	3q26.33	3	NC_000003.12	179562926	179588407	plus	14	604958	
9606	Homo sapiens	162514	0	live	TRPV3	FNEPPK2, OLMS, OLMS1, VRL3	transient receptor potential cation channel subfamily V member 3	transient receptor potential cation channel subfamily V member 3|VRL-3|vanilloid receptor-like 3|vanilloid receptor-related osmotically activated channel protein	17p13.2	17	NC_000017.11	3510502	3557812	minus	18	607066	
9606	Homo sapiens	4281	0	live	MID1	BBBG1, FXY, GBBB, GBBB1, MIDIN, OGS1, OS, OSX, RNF59, TRIM18, XPRF, ZNFXY	midline 1	E3 ubiquitin-protein ligase Midline-1|Opitz/BBB syndrome|RING finger protein 59|RING finger protein Midline-1|RING-type E3 ubiquitin transferase Midline-1|midline 1 RING finger protein|putative transcription factor XPRF|tripartite motif protein TRIM18|tripartite motif-containing protein 18|zinc finger on X and Y, mouse, homolog of	Xp22.2	X	NC_000023.11	10445310	10833683	minus	15	300552	
9606	Homo sapiens	5270	0	live	SERPINE2	GDN, GDNPF, PI-7, PI7, PN-1, PN1, PNI	serpin family E member 2	glia-derived nexin|glial-derived neurite promoting factor|peptidase inhibitor 7|protease nexin I|serpin E2|serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 2	2q36.1	2	NC_000002.12	223975045	224039286	minus	13	177010	
9606	Homo sapiens	799	0	live	CALCR	CRT, CT-R, CTR, CTR1	calcitonin receptor	calcitonin receptor	7q21.3	7	NC_000007.14	93424486	93574724	minus	17	114131	
9606	Homo sapiens	10549	0	live	PRDX4	AOE37-2, AOE372, HEL-S-97n, PRX-4	peroxiredoxin 4	peroxiredoxin-4|antioxidant enzyme AOE372|epididymis secretory sperm binding protein Li 97n|peroxiredoxin IV|prx-IV|thioredoxin peroxidase (antioxidant enzyme)|thioredoxin peroxidase AO372|thioredoxin-dependent peroxide reductase A0372|thioredoxin-dependent peroxiredoxin 4	Xp22.11	X	NC_000023.11	23667493	23686397	plus	7	300927	
9606	Homo sapiens	55210	0	live	ATAD3A	HAYOS, PHRINL	ATPase family AAA domain containing 3A	ATPase family AAA domain-containing protein 3A	1p36.33	1	NC_000001.11	1512162	1534685	plus	19	612316	
9606	Homo sapiens	55612	0	live	FERMT1	C20orf42, DTGCU2, KIND1, UNC112A, URP1	FERM domain containing kindlin 1	fermitin family homolog 1|UNC112 related protein 1|fermitin family member 1|kindlerin|kindlin 1|kindlin syndrome protein|unc-112-related protein 1	20p12.3	20	NC_000020.11	6074845	6123030	minus	15	607900	
9606	Homo sapiens	10672	0	live	GNA13	G13, HG1N	G protein subunit alpha 13	guanine nucleotide-binding protein subunit alpha-13|g alpha-13|guanine nucleotide binding protein (G protein), alpha 13|heterotrimeric guanine nucleotide-binding protein 1N	17q24.1	17	NC_000017.11	65009289	65056740	minus	5	604406	
9606	Homo sapiens	10562	0	live	OLFM4	GC1, GW112, OLM4, OlfD, UNQ362, bA209J19.1, hGC-1, hOLfD, pDP4	olfactomedin 4	olfactomedin-4|G-CSF-stimulated clone 1 protein|antiapoptotic protein GW112|olfactoimedin|tiarin	13q14.3	13	NC_000013.11	53028813	53052057	plus	5	614061	
9606	Homo sapiens	2206	0	live	MS4A2	APY, ATOPY, FCER1B, FCERI, IGEL, IGER, IGHER	membrane spanning 4-domains A2	high affinity immunoglobulin epsilon receptor subunit beta|Fc fragment of IgE, high affinity I, receptor for; beta polypeptide|High affinity immunoglobulin epsilon receptor beta-subunit (FcERI) (IgE Fc receptor, beta-subunit) (Fc epsilon receptor I beta-chain)|high affinity IgE receptor beta subunit|igE Fc receptor subunit beta|immunoglobulin E receptor, high affinity, beta polypeptide|membrane-spanning 4-domains subfamily A member 2	11q12.1	11	NC_000011.10	60088259	60098467	plus	8	147138	
9606	Homo sapiens	10459	0	live	MAD2L2	FANCV, MAD2B, POLZ2, REV7	mitotic arrest deficient 2 like 2	mitotic spindle assembly checkpoint protein MAD2B|MAD2 (mitotic arrest deficient, yeast, homolog)-like 2|MAD2 mitotic arrest deficient-like 2|MAD2-like protein 2|REV7 homolog|hREV7|mitotic arrest deficient 2-like protein 2|mitotic arrest deficient homolog-like 2|polymerase (DNA-directed), zeta 2, accessory subunit	1p36.22	1	NC_000001.11	11674480	11691830	minus	11	604094	
9606	Homo sapiens	112398	0	live	EGLN2	EIT-6, EIT6, HIF-PH1, HIFPH1, HPH-1, HPH-3, PHD1	egl-9 family hypoxia inducible factor 2	prolyl hydroxylase EGLN2|HIF-prolyl hydroxylase 1|egl nine homolog 2|estrogen-induced tag 6|hypoxia-inducible factor prolyl hydroxylase 1|prolyl hydroxylase domain-containing protein 1	19q13.2	19	NC_000019.10	40799191	40808434	plus	7	606424	
9606	Homo sapiens	6434	0	live	TRA2B	Htra2-beta, PPP1R156, RAMELN, SFRS10, SRFS10, TRA2-BETA, TRAN2B	transformer 2 beta homolog	transformer-2 protein homolog beta|TRA-2 beta|protein phosphatase 1, regulatory subunit 156|splicing factor, arginine/serine-rich 10 (transformer 2 homolog, Drosophila)|transformer-2 protein homolog B	3q27.2	3	NC_000003.12	185914558	185938014	minus	10	602719	
9606	Homo sapiens	5987	0	live	TRIM27	RFP, RNF76	tripartite motif containing 27	zinc finger protein RFP|RFP transforming protein|RING finger protein 76|RING-type E3 ubiquitin transferase TRIM27|ret finger protein|tripartite motif protein TRIM27|tripartite motif-containing protein 27	6p22.1	6	NC_000006.12	28903002	28923985	minus	8	602165	
9606	Homo sapiens	7443	0	live	VRK1	HMNR10, PCH1, PCH1A	VRK serine/threonine kinase 1	serine/threonine-protein kinase VRK1|vaccinia related kinase 1|vaccinia virus B1R-related kinase 1	14q32.2	14	NC_000014.9	96797382	96881609	plus	15	602168	
9606	Homo sapiens	406895	0	live	MIR103A1	MIR103-1, MIRN103-1, mir-103a-1	microRNA 103a-1	hsa-mir-103-1|hsa-mir-103a-1|microRNA 103-1	5q34	5	NC_000005.10	168560896	168560973	minus	1	613187	
9606	Homo sapiens	54935	0	live	DUSP23	DUSP25, LDP-3, LDP3, MOSP, VHZ	dual specificity phosphatase 23	dual specificity protein phosphatase 23|VH1-like member Z|VH1-like phosphatase Z|low-molecular-mass dual-specificity phosphatase 3|testicular tissue protein Li 59	1q23.2	1	NC_000001.11	159780962	159782543	plus	3	618361	
9606	Homo sapiens	7003	0	live	TEAD1	AA, NTEF-1, REF1, TCF-13, TCF13, TEAD-1, TEF-1	TEA domain transcription factor 1	transcriptional enhancer factor TEF-1|TEA domain family member 1 (SV40 transcriptional enhancer factor)|protein GT-IIC|transcription factor 13|transcriptional enhancer factor 1	11p15.3	11	NC_000011.10	12674421	12944737	plus	13	189967	
9606	Homo sapiens	55553	0	live	SOX6	HSSOX6, SOXD, TOLCAS	SRY-box transcription factor 6	transcription factor SOX-6|SRY (sex determining region Y)-box 6|SRY-box 6|SRY-box containing gene 6	11p15.2	11	NC_000011.10	15966449	16738477	minus	22	607257	
9606	Homo sapiens	6303	0	live	SAT1	DC21, KFSD, KFSDX, SAT, SSAT, SSAT-1	spermidine/spermine N1-acetyltransferase 1	diamine acetyltransferase 1|diamine N-acetyltransferase 1|epididymis secretory sperm binding protein|polyamine N-acetyltransferase 1|putrescine acetyltransferase|spermidine/spermine N1-acetyltransferase alpha	Xp22.11	X	NC_000023.11	23783173	23786210	plus	7	313020	
9606	Homo sapiens	3692	0	live	EIF6	CAB, EIF3A, ITGB4BP, b(2)gcn, eIF-6, p27(BBP), p27BBP	eukaryotic translation initiation factor 6	eukaryotic translation initiation factor 6|B4 integrin interactor|eukaryotic translation initiation factor 3A|p27 beta-4 integrin-binding protein	20q11.22	20	NC_000020.11	35278906	35284772	minus	8	602912	
9606	Homo sapiens	6189	0	live	RPS3A	FTE1, MFTL, S3A, eS1	ribosomal protein S3A	small ribosomal subunit protein eS1|40S ribosomal protein S3a|fte-1|v-fos transformation effector protein 1	4q31.3	4	NC_000004.12	151099628	151104642	plus	5	180478	
9606	Homo sapiens	7791	0	live	ZYX	ESP-2, HED-2	zyxin	zyxin|zyxin-2	7q34	7	NC_000007.14	143381345	143391111	plus	11	602002	
9606	Homo sapiens	444	0	live	ASPH	AAH, BAH, CASQ2BP1, FDLAB, HAAH, JCTN, junctin	aspartate beta-hydroxylase	aspartyl/asparaginyl beta-hydroxylase|A beta H-J-J|ASP beta-hydroxylase|cardiac junctin|humbug|junctate|peptide-aspartate beta-dioxygenase	8q12.3	8	NC_000008.11	61500556	61714592	minus	33	600582	
9606	Homo sapiens	7088	0	live	TLE1	ESG, ESG1, GRG1, TLE-1	TLE family member 1, transcriptional corepressor	transducin-like enhancer protein 1|enhancer of split groucho-like protein 1|transducin like enhancer of split 1|transducin-like enhancer of split 1 (E(sp1) homolog, Drosophila)	9q21.32	9	NC_000009.12	81583683	81689547	minus	22	600189	
9606	Homo sapiens	51773	0	live	RSF1	HBXAP, RSF-1, XAP8, p325	remodeling and spacing factor 1	remodeling and spacing factor 1|HBV pX-associated protein 8|hepatitis B virus x-associated protein|p325 subunit of RSF chromatin-remodeling complex	11q14.1	11	NC_000011.10	77660009	77872232	minus	17	608522	
9606	Homo sapiens	154796	0	live	AMOT		angiomotin	angiomotin	Xq23	X	NC_000023.11	112774877	112840831	minus	17	300410	
9606	Homo sapiens	771	0	live	CA12	CA-XII, CAXII, HsT18816, T18816	carbonic anhydrase 12	carbonic anhydrase 12|carbonate dehydratase XII|carbonic anhydrase XII|carbonic dehydratase|tumor antigen HOM-RCC-3.1.3	15q22.2	15	NC_000015.10	63321378	63381846	minus	11	603263	
9606	Homo sapiens	3798	0	live	KIF5A	ALS25, D12S1889, MY050, NEIMY, NKHC, SPG10	kinesin family member 5A	kinesin heavy chain isoform 5A|KIF5A variant protein|kinesin heavy chain neuron-specific 1|kinesin, heavy chain, neuron-specific|neuron-specific kinesin heavy chain|neuronal kinesin heavy chain	12q13.3	12	NC_000012.12	57550044	57586633	plus	29	602821	
9606	Homo sapiens	6478	0	live	SIAH2	hSiah2	siah E3 ubiquitin protein ligase 2	E3 ubiquitin-protein ligase SIAH2|RING-type E3 ubiquitin transferase SIAH2|seven in absentia homolog 2|siah-2	3q25.1	3	NC_000003.12	150741125	150763169	minus	2	602213	
9606	Homo sapiens	7799	0	live	PRDM2	HUMHOXY1, KMT8, KMT8A, MTB-ZF, RIZ, RIZ1, RIZ2	PR/SET domain 2	PR domain zinc finger protein 2|GATA-3 binding protein G3B|MTE-binding protein|PR domain 2|PR domain containing 2, with ZNF domain|PR domain-containing protein 2|lysine N-methyltransferase 8|retinoblastoma protein-binding zinc finger protein|retinoblastoma protein-interacting zinc finger protein|zinc finger protein RIZ|zinc-finger DNA-binding protein	1p36.21	1	NC_000001.11	13700188	13825079	plus	17	601196	
9606	Homo sapiens	2683	0	live	B4GALT1	B4GAL-T1, CDG2D, CLDLFIB, GGTB2, GT1, GTB, beta4Gal-T1	beta-1,4-galactosyltransferase 1	beta-1,4-galactosyltransferase 1|N-acetyllactosamine synthase|UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 1|UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1|UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 1|beta-1,4-GalTase 1|beta-N-acetylglucosaminyl-glycolipid beta-1,4-galactosyltransferase|beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase|glycoprotein-4-beta-galactosyltransferase 2|lactose synthase A protein|nal synthase|neolactotriaosylceramide beta-1,4-galactosyltransferase	9p21.1	9	NC_000009.12	33104077	33185089	minus	11	137060	
9606	Homo sapiens	1982	0	live	EIF4G2	AAG1, DAP5, NAT1, P97	eukaryotic translation initiation factor 4 gamma 2	eukaryotic translation initiation factor 4 gamma 2|DAP-5|aging-associated protein 1|death-associated protein 5|eIF-4-gamma 2|eIF-4G 2|eIF4G 2|eukaryotic translation initiation factor 4G-like 1	11p15.4	11	NC_000011.10	10797046	10808926	minus	23	602325	
9606	Homo sapiens	23239	0	live	PHLPP1	PHLPP, PLEKHE1, PPM3A, SCOP	PH domain and leucine rich repeat protein phosphatase 1	PH domain leucine-rich repeat-containing protein phosphatase 1|PH domain-containing family E member 1|SCN circadian oscillatory protein|pleckstrin homology domain containing, family E (with leucine rich repeats) member 1|protein phosphatase, Mg2+/Mn2+ dependent 3A|suprachiasmatic nucleus circadian oscillatory protein	18q21.33	18	NC_000018.10	62715541	62980433	plus	17	609396	
9606	Homo sapiens	22803	0	live	XRN2		5'-3' exoribonuclease 2	5'-3' exoribonuclease 2|DHM1-like protein|DHP protein	20p11.22	20	NC_000020.11	21303331	21389825	plus	32	608851	
9606	Homo sapiens	51592	0	live	TRIM33	DDH4, ECTO, PTC7, RFG7, TF1G, TIF1G, TIF1GAMMA, TIFGAMMA	tripartite motif containing 33	E3 ubiquitin-protein ligase TRIM33|RET-fused gene 7 protein|RING-type E3 ubiquitin transferase TRIM33|TIF1-gamma|ectodermin homolog|protein Rfg7|transcriptional intermediary factor 1 gamma	1p13.2	1	NC_000001.11	114392790	114511203	minus	21	605769	
9606	Homo sapiens	442920	0	live	MIR196B	MIRN196B, miR-196b, miRNA196B	microRNA 196b	hsa-mir-196b	7p15.2	7	NC_000007.14	27169480	27169563	minus	1	609688	
9606	Homo sapiens	84166	0	live	NLRC5	CLR16.1, NOD27, NOD4	NLR family CARD domain containing 5	protein NLRC5|NOD-like receptor C5|caterpiller protein 16.1|nucleotide-binding oligomerization domain protein 4|nucleotide-binding oligomerization domain, leucine rich repeat and CARD domain containing 5|nucleotide-binding oligomerization domains 27	16q13	16	NC_000016.10	56989557	57083520	plus	55	613537	
9606	Homo sapiens	22827	0	live	PUF60	FIR, RoBPI, SIAHBP1, VRJS	poly(U) binding splicing factor 60	poly(U)-binding-splicing factor PUF60|FBP interacting repressor|FUSE-binding protein-interacting repressor|Ro ribonucleoprotein-binding protein 1|Siah binding protein 1|poly(U) binding splicing factor 60KDa|pyrimidine tract binding splicing factor	8q24.3	8	NC_000008.11	143816344	143829315	minus	14	604819	
9606	Homo sapiens	759	0	live	CA1	CA-I, CAB, Car1, HEL-S-11	carbonic anhydrase 1	carbonic anhydrase 1|carbonate dehydratase I|carbonic anhydrase B|carbonic anhydrase I|cyanamide hydratase CA1|epididymis secretory protein Li 11|epididymis secretory sperm binding protein	8q21.2	8	NC_000008.11	85327608	85378113	minus	11	114800	
9606	Homo sapiens	51701	0	live	NLK		nemo like kinase	serine/threonine-protein kinase NLK	17q11.2	17	NC_000017.11	28042677	28206074	plus	13	609476	
9606	Homo sapiens	406908	0	live	MIR124-2	MIRN124-2, MIRN124A2, mir-124-2	microRNA 124-2	hsa-mir-124-2|hsa-mir-124a-2|microRNA 124a-2	8q12.3	8	NC_000008.11	64379149	64379257	plus	1		
9606	Homo sapiens	968	0	live	CD68	GP110, LAMP4, SCARD1	CD68 molecule	macrosialin|CD68 antigen|macrophage antigen CD68|scavenger receptor class D, member 1	17p13.1	17	NC_000017.11	7579638	7582111	plus	6	153634	
9606	Homo sapiens	1153	0	live	CIRBP	CIRP	cold inducible RNA binding protein	cold-inducible RNA-binding protein|A18 hnRNP|glycine-rich RNA binding protein|testicular tissue protein Li 39	19p13.3	19	NC_000019.10	1269332	1274880	plus	10	602649	
